resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,2,2,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.2808,0,3,3,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.384,0,4,4,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3501,0,5,5,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,6,6,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3283,0,7,7,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3382,0,8,8,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3238,0,9,9,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3513,0,10,10,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3216,0,11,11,3,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,0,0.3113,0,12,12,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.4969,0,13,13,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,14,14,4,1,V,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3127,0,15,15,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.5077,0,16,16,28,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3735,0,17,17,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3513,0,18,18,5,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.351,0,19,19,38,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.4056,0,20,20,2,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3352,0,21,21,17,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3676,0,22,22,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,23,23,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,24,24,19,1,K,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3807,0,25,25,21,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,26,26,29,1,T,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3471,0,27,27,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,28,28,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3136,0,29,29,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3721,0,30,30,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3694,0,31,31,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.405,0,32,32,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3364,0,33,33,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,,1,,0,34,34,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3674,0,35,35,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO102,001,,2024-04-15_13h44.24.611,Trial go no go,2020.2.10,MacIntel,60,IwAR27qxJW9HKZ2F2W9_xplm4tTkCG7Z6lfUo448jjkqMzXv9i8obfaRVBiNM_aem_AfvHrrKYCWvWHNMp82BQJfJSsziaxu1owLz9Ay7QgJCdVPE2I8WS8rMOTJqdAemWfKzvowpnsq8b9pc1mjplZ0Y5,,,space,1,0.3513,0,36,36,6,1,X,space,,,,,,,,,,,,,,
